gene,weight
MCOLN1,1
CTSA,1
CTSB,1
CTSD,1
CTSF,1
LAMP1,1
RRAGC,1
RRAGD,1
GBA,1
GLA,1
HEXA,1
HEXB,1
NEU1,1
PPT1,1
TMEM55B,1
SLC36A1,1
TFEB,1
TFE3,1
MDM2,1
TP53,1
GABARAP,1
UVRAG,1
BECN1,1
SQSTM1,1
ATP6AP1,1
ATP6V0A1,1
ATP6V0B,1
ATP6V1H,1
ATP6V0E1,1
ATP6V1D,1
NAGPA,1
IGF2R,1
PRKAG2,1
RAB7A,1
VPS8,1
VPS11,1
P1P4P1,1
RAB5A,1
MAPK1,1
MAPK3,1
GNS,1
PPARG,1
UPP1,1
ATF4,1
